         1522524 function calls (1487563 primitive calls) in 4.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.001    0.000    0.012    0.000 dataclasses.py:470(add_fns_to_class)
     3476    0.008    0.000    0.012    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.012    0.012 ffi.py:117(_load_lib)
       28    0.002    0.000    0.012    0.000 _backend.py:312(get_defaults)
        1    0.000    0.000    0.012    0.012 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _dual_annealing.py:1(<module>)
     5387    0.012    0.000    0.012    0.000 {method 'split' of 'str' objects}
      550    0.002    0.000    0.012    0.000 {built-in method fromkeys}
     1283    0.005    0.000    0.012    0.000 _docscrape.py:49(read)
        1    0.000    0.000    0.012    0.012 _strptime.py:1(<module>)
     1202    0.004    0.000    0.011    0.000 typing.py:1370(__getattr__)
      553    0.003    0.000    0.011    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.011    0.011 _parser.py:1(<module>)
     1495    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.011    0.011 _docscrape.py:112(NumpyDocString)
        3    0.000    0.000    0.011    0.004 accessor.py:1(<module>)
        1    0.001    0.001    0.011    0.011 core.py:1(<module>)
        1    0.000    0.000    0.011    0.011 localization.py:1(<module>)
        1    0.000    0.000    0.011    0.011 cd.py:1(<module>)
     3315    0.008    0.000    0.011    0.000 inspect.py:3098(<genexpr>)
        2    0.000    0.000    0.011    0.005 _misc.py:1(<module>)
     1601    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
       14    0.000    0.000    0.011    0.001 core.py:113(doc_note)
        1    0.000    0.000    0.011    0.011 cgutils.py:1(<module>)
     1032    0.006    0.000    0.011    0.000 _docscrape.py:188(_strip)
     7909    0.010    0.000    0.010    0.000 typing.py:1815(<genexpr>)
        3    0.000    0.000    0.010    0.003 <frozen importlib._bootstrap_external>:1082(source_to_code)
     8283    0.010    0.000    0.010    0.000 inspect.py:2828(kind)
      408    0.001    0.000    0.010    0.000 _parser.py:97(closegroup)
        1    0.000    0.000    0.010    0.010 masked.py:1(<module>)
        1    0.000    0.000    0.010    0.010 interpreter.py:1(<module>)
        1    0.000    0.000    0.010    0.010 testing.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _delegation.py:1(<module>)
        1    0.001    0.001    0.010    0.010 expr.py:1(<module>)
        1    0.000    0.000    0.009    0.009 subprocess.py:1(<module>)
        1    0.001    0.001    0.009    0.009 series.py:266(Series)
     4271    0.007    0.000    0.009    0.000 _parser.py:255(match)
      674    0.003    0.000    0.009    0.000 _compiler.py:401(_simple)
        1    0.000    0.000    0.009    0.009 _expm_frechet.py:1(<module>)
        1    0.004    0.004    0.009    0.009 executionengine.py:1(<module>)
     6938    0.009    0.000    0.009    0.000 _docscrape.py:153(__getitem__)
        1    0.005    0.005    0.009    0.009 values.py:1(<module>)
        1    0.000    0.000    0.009    0.009 secrets.py:1(<module>)
        1    0.000    0.000    0.009    0.009 debuginfo.py:1(<module>)
        2    0.000    0.000    0.009    0.004 datetimelike.py:1(<module>)
      139    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1713(path_hook_for_FileFinder)
       21    0.000    0.000    0.009    0.000 dispatcher.py:806(enable_caching)
       21    0.000    0.000    0.009    0.000 caching.py:644(__init__)
        1    0.000    0.000    0.009    0.009 extras.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _local.py:1(<module>)
  205/170    0.001    0.000    0.009    0.000 typing.py:1785(__hash__)
       64    0.001    0.000    0.009    0.000 _array_api.py:733(_make_capabilities_note)
      389    0.002    0.000    0.008    0.000 __init__.py:164(match)
        1    0.000    0.000    0.008    0.008 parse.py:1(<module>)
     1283    0.005    0.000    0.008    0.000 _docscrape.py:16(strip_blank_lines)
1302/1299    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:671(_check_name_wrapper)
        1    0.000    0.000    0.008    0.008 rolling.py:1(<module>)
     1517    0.005    0.000    0.008    0.000 __init__.py:101(find_spec)
     5875    0.008    0.000    0.008    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.008    0.008 symbolic.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _sketches.py:1(<module>)
       77    0.001    0.000    0.008    0.000 extending.py:129(decorate)
        2    0.000    0.000    0.008    0.004 _strptime.py:343(__init__)
        1    0.000    0.000    0.008    0.008 _interpolate.py:1(<module>)
     2112    0.005    0.000    0.008    0.000 _parser.py:292(tell)
       39    0.004    0.000    0.008    0.000 {method 'sort' of 'list' objects}
     5874    0.008    0.000    0.008    0.000 {built-in method _thread.get_ident}
      394    0.002    0.000    0.008    0.000 abstract.py:49(_intern)
        1    0.000    0.000    0.008    0.008 _linprog_highs.py:1(<module>)
     5923    0.008    0.000    0.008    0.000 {method 'endswith' of 'str' objects}
     1517    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:982(find_spec)
      322    0.001    0.000    0.008    0.000 ffi.py:77(__enter__)
        2    0.000    0.000    0.008    0.004 _helpers.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _cubature.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _local.py:473(PureWindowsPath)
        1    0.000    0.000    0.008    0.008 npyio.py:1(<module>)
       50    0.001    0.000    0.008    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    0.008    0.008 _decomp_lu.py:1(<module>)
        1    0.000    0.000    0.008    0.008 constructor.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _funcs.py:1(<module>)
        3    0.000    0.000    0.008    0.003 ops.py:1(<module>)
        1    0.000    0.000    0.008    0.008 compiler_lock.py:32(_acquire_compile_lock)
       15    0.000    0.000    0.008    0.001 typing.py:1774(copy_with)
        1    0.000    0.000    0.008    0.008 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cpu.py:48(init)
       20    0.001    0.000    0.008    0.000 typing.py:3010(__new__)
        1    0.000    0.000    0.008    0.008 accessor.py:160(StringMethods)
        1    0.000    0.000    0.008    0.008 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.008    0.008 _correlation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 merge.py:1(<module>)
        1    0.000    0.000    0.007    0.007 constructor.py:171(SafeConstructor)
       21    0.000    0.000    0.007    0.000 caching.py:369(__init__)
      527    0.004    0.000    0.007    0.000 _function_base_impl.py:2435(__init__)
      112    0.000    0.000    0.007    0.000 templates.py:1297(decorator)
        1    0.000    0.000    0.007    0.007 array_ops.py:1(<module>)
        1    0.000    0.000    0.007    0.007 <frozen ntpath>:1(<module>)
      322    0.001    0.000    0.007    0.000 ffi.py:83(__exit__)
      852    0.004    0.000    0.007    0.000 _docscrape.py:491(_str_section)
     1520    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:232(__init__)
        2    0.000    0.000    0.007    0.004 misc.py:1(<module>)
      112    0.001    0.000    0.007    0.000 templates.py:1275(decorate)
     5093    0.007    0.000    0.007    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.007    0.002 __init__.py:345(__init__)
        1    0.000    0.000    0.007    0.007 lapack.py:1(<module>)
        2    0.000    0.000    0.007    0.004 linalg.py:1(<module>)
  555/554    0.001    0.000    0.007    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.007    0.002 __init__.py:382(_load_library)
        3    0.007    0.002    0.007    0.002 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.007    0.007 _npyio_impl.py:1(<module>)
     5499    0.007    0.000    0.007    0.000 inspect.py:2816(name)
        2    0.000    0.000    0.007    0.003 abc.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _decomp_ldl.py:1(<module>)
     1736    0.005    0.000    0.007    0.000 inspect.py:386(isfunction)
      833    0.002    0.000    0.007    0.000 typing.py:164(_type_convert)
        1    0.000    0.000    0.007    0.007 _interpolation.py:1(<module>)
      621    0.004    0.000    0.007    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.007    0.007 _at.py:1(<module>)
     3926    0.006    0.000    0.007    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.007    0.007 _base.py:1435(ExcelFile)
        1    0.000    0.000    0.006    0.006 rolling.py:1855(Rolling)
      139    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1672(_fill_cache)
        1    0.000    0.000    0.006    0.006 _highs_wrapper.py:1(<module>)
      207    0.001    0.000    0.006    0.000 typeconv.py:117(_cb_update)
     1601    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
        1    0.000    0.000    0.006    0.006 _distribution_infrastructure.py:1(<module>)
        6    0.000    0.000    0.006    0.001 warnings.py:131(filterwarnings)
        1    0.000    0.000    0.006    0.006 config_init.py:1(<module>)
        1    0.000    0.000    0.006    0.006 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _variation.py:1(<module>)
      139    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1595(__init__)
       20    0.000    0.000    0.006    0.000 typing.py:2991(_make_nmtuple)
        1    0.000    0.000    0.006    0.006 capi_maps.py:1(<module>)
      408    0.002    0.000    0.006    0.000 _parser.py:85(opengroup)
     2193    0.004    0.000    0.006    0.000 _docscrape.py:403(<genexpr>)
     4883    0.006    0.000    0.006    0.000 copy.py:173(_deepcopy_atomic)
        1    0.000    0.000    0.006    0.006 nrtopt.py:1(<module>)
        1    0.000    0.000    0.006    0.006 fft.py:1(<module>)
        1    0.000    0.000    0.006    0.006 groupby.py:1(<module>)
     3656    0.005    0.000    0.006    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.006    0.006 expanding.py:1(<module>)
        1    0.000    0.000    0.006    0.006 decoder.py:1(<module>)
        1    0.000    0.000    0.006    0.006 parallel.py:1(<module>)
       86    0.001    0.000    0.006    0.000 npydecl.py:314(register_numpy_ufunc)
        1    0.000    0.000    0.006    0.006 expanding.py:51(Expanding)
       18    0.001    0.000    0.006    0.000 typing.py:3154(__new__)
        2    0.001    0.000    0.006    0.003 dataclasses.py:1490(make_dataclass)
        1    0.000    0.000    0.006    0.006 ivp.py:1(<module>)
     4347    0.006    0.000    0.006    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.006    0.003 _procrustes.py:1(<module>)
       10    0.000    0.000    0.006    0.001 extras.py:250(__init__)
      319    0.001    0.000    0.006    0.000 base.py:1246(enter_fn)
        1    0.000    0.000    0.006    0.006 ipaddress.py:1(<module>)
       10    0.000    0.000    0.006    0.001 extras.py:255(getdoc)
        1    0.000    0.000    0.006    0.006 __init__.py:954(distribution)
      319    0.001    0.000    0.006    0.000 base.py:1249(exit_fn)
        1    0.000    0.000    0.006    0.006 __init__.py:393(from_name)
        2    0.000    0.000    0.006    0.003 categorical.py:1(<module>)
     2926    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:79(__init__)
       17    0.000    0.000    0.006    0.000 typing.py:1461(__ror__)
        1    0.000    0.000    0.006    0.006 __init__.py:477(StrFormatStyle)
      213    0.003    0.000    0.005    0.000 _docscrape.py:499(_str_see_also)
        3    0.000    0.000    0.005    0.002 _distribution_infrastructure.py:2043(_draw)
       23    0.000    0.000    0.005    0.000 overrides.py:177(decorator)
       72    0.000    0.000    0.005    0.000 config.py:811(inner)
        1    0.000    0.000    0.005    0.005 engines.py:1(<module>)
        1    0.000    0.000    0.005    0.005 tz.py:1(<module>)
        1    0.003    0.003    0.005    0.005 uuid.py:1(<module>)
      207    0.001    0.000    0.005    0.000 typeconv.py:49(set_compatible)
      145    0.005    0.000    0.005    0.000 {built-in method posix.listdir}
     3710    0.005    0.000    0.005    0.000 {method 'isidentifier' of 'str' objects}
  636/316    0.002    0.000    0.005    0.000 <frozen abc>:121(__subclasscheck__)
       21    0.000    0.000    0.005    0.000 _distn_infrastructure.py:3358(_attach_methods)
        1    0.001    0.001    0.005    0.005 hmac.py:1(<module>)
        2    0.000    0.000    0.005    0.003 _helper.py:1(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:1(<module>)
       72    0.002    0.000    0.005    0.000 config.py:491(register_option)
        2    0.000    0.000    0.005    0.003 models.py:1(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:45(Reader)
     3715    0.005    0.000    0.005    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.005    0.005 config.py:118(__init__)
        1    0.000    0.000    0.005    0.005 config.py:121(reset)
        1    0.000    0.000    0.005    0.005 config.py:125(update)
      240    0.002    0.000    0.005    0.000 enum.py:1059(_add_member_)
       15    0.001    0.000    0.005    0.000 _bunch.py:32(_make_tuple_bunch)
        2    0.001    0.000    0.005    0.002 pytables.py:1(<module>)
        1    0.000    0.000    0.005    0.005 numpy_.py:1(<module>)
        1    0.000    0.000    0.005    0.005 array_manager.py:1(<module>)
        1    0.000    0.000    0.005    0.005 compressors.py:1(<module>)
      320    0.001    0.000    0.005    0.000 event.py:390(start_event)
        1    0.000    0.000    0.005    0.005 _function_base_impl.py:1(<module>)
      320    0.001    0.000    0.005    0.000 event.py:404(end_event)
      431    0.003    0.000    0.005    0.000 _util.py:548(<genexpr>)
        1    0.000    0.000    0.005    0.005 pydoc.py:1(<module>)
       41    0.000    0.000    0.005    0.000 typing.py:1586(copy_with)
     3346    0.005    0.000    0.005    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.005    0.005 signal.py:1(<module>)
        1    0.000    0.000    0.005    0.005 scimath.py:1(<module>)
        2    0.000    0.000    0.005    0.002 platform.py:1232(python_implementation)
        2    0.000    0.000    0.005    0.002 platform.py:1128(_sys_version)
