,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_024,alpha_026,alpha_027,alpha_028,alpha_029,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
alpha_155,-0.07301,0.01629,0.02909,0.08706,-0.03226,-0.13193,-0.04435,-0.03062,0.00115,-0.00195,0.22221,-0.00169,-0.00772,0.03019,0.04128,-0.03465,0.00000,0.22622,0.21936,0.23671,0.02620,0.20992,0.02450,-0.04056,0.16307,0.17849,0.53418,0.23762,-0.02879,-0.01139,-0.22588,-0.16139,0.03822,-0.13934,-0.02420,-0.06607,0.05866,-0.22858,-0.14151,0.46179,0.14407,0.15266,-0.17961,-0.11315,-0.26142,-0.14119,0.14119,0.14119,0.06713,0.11472,-0.09811,0.00525,-0.07622,0.16898,0.04075,-0.00758,0.11510,-0.21265,0.01931,0.16641,-0.09777,-0.18683,0.19672,0.06725,0.00071,0.02523,0.17276,0.14665,-0.06743,-0.00702,0.05661,-0.00893,-0.01733,-0.05385,0.18343,0.12492,0.35437,-0.03056,-0.04445,-0.00339,-0.13461,0.11192,-0.12043,-0.13783,0.05037,0.03415,-0.06896,0.06038,-0.17759,-0.01374,-0.03885,-0.02157,0.13226,0.18499,-0.02310,-0.01033,-0.00668,0.01554,0.31255,0.03214,-0.00335,0.02309,0.00410,0.06408,-0.00875,0.39341,0.11032,0.02929,0.15251,-0.01211,0.00331,0.04371,0.00222,0.06753,0.03338,-0.05957,-0.14542,-0.05040,-0.01048,0.00045,-0.08583,-0.00477,-0.13241,0.10834,-0.01898,0.01229,-0.02721,-0.06356,0.05543,0.45617,0.11457,0.01485,-0.11803,-0.02253,-0.07015,-0.02209,-0.09115,0.01390,0.21827,0.06646,-0.01215,-0.06683,0.14619,-0.01839,0.10306,0.00603,0.01850,1.00000,-0.15183,-0.06358,-0.17440,-0.01956,-0.00940,0.01001,0.17778,-0.02069,0.00428,-0.09632,-0.00489,-0.01898,-0.42629,-0.01023,-0.06035,-0.00361,0.04964,0.00099,-0.13898,-0.00779,0.01770,-0.00145,0.01178,0.05883,-0.20308,0.00481,-0.01202,-0.08375,-0.13898,-0.00257,-0.01671,-0.01297,0.19104,0.13568,0.21033,-0.06038
alpha_156,0.11746,0.08136,-0.07809,-0.12119,0.09801,0.09893,0.04380,0.02613,-0.01281,-0.00624,-0.08891,0.01423,0.01347,-0.05785,0.04559,0.10332,-0.00000,-0.15578,-0.14523,-0.22255,-0.12054,-0.06982,-0.10666,0.04785,-0.21674,-0.16362,-0.08884,-0.15662,-0.06703,0.00560,0.14176,0.11817,-0.06529,0.09500,0.01016,0.00199,-0.06643,0.32494,0.19836,-0.11510,-0.21281,-0.02877,0.09219,0.20180,0.00059,0.17157,-0.17157,-0.17157,-0.07400,-0.11557,0.08201,-0.03986,0.06761,-0.22476,-0.06758,-0.00496,-0.04739,0.18690,-0.05450,-0.11619,0.10315,-0.01268,-0.00473,-0.08520,-0.02090,-0.06980,-0.11137,-0.14179,0.15499,0.07635,-0.04996,0.01022,0.00435,0.09919,-0.15442,-0.12214,-0.18526,-0.01066,0.12560,0.03155,0.05460,-0.00964,0.14095,0.18611,-0.09514,-0.09760,0.06848,0.10424,-0.05401,0.01042,0.03158,-0.01886,-0.24058,-0.04354,0.00180,0.03966,-0.00310,0.02033,-0.17447,0.02432,-0.07672,0.05491,-0.04280,0.06598,-0.01126,-0.32633,-0.09884,-0.05500,-0.17712,-0.07443,-0.00800,0.04507,-0.05631,-0.08914,0.02142,0.10247,0.15399,-0.05311,0.01799,-0.00545,0.14477,-0.01044,0.09972,-0.13779,0.01146,0.03160,0.12145,0.00100,-0.11515,-0.07837,-0.01397,0.02280,0.12082,0.03389,0.01585,0.08679,-0.00643,0.00281,-0.18276,-0.05432,-0.01919,0.09922,-0.07767,0.00470,-0.05130,0.00929,0.00434,-0.15183,1.00000,0.08475,0.16275,0.07580,-0.00508,0.01375,-0.10251,-0.05951,-0.00007,0.00590,0.00690,0.01146,0.23340,-0.00223,0.07719,0.01296,-0.10744,0.00308,0.04232,0.00257,-0.10244,0.04654,-0.02136,-0.02819,0.19357,-0.00985,0.00035,0.03859,0.04232,-0.00594,-0.06265,-0.00931,-0.07468,-0.14489,-0.08729,-0.10424
alpha_157,0.12615,-0.01143,-0.05590,0.07177,0.07089,0.12219,0.00621,0.04863,-0.01486,-0.00098,-0.07116,0.01173,0.01165,-0.05125,0.00248,0.03890,0.00000,-0.13116,-0.13679,-0.13540,-0.09026,-0.17694,-0.05170,0.06221,-0.03652,-0.26822,-0.04315,-0.15797,0.02513,0.10486,0.16299,0.14017,-0.07732,0.29580,0.02391,0.24924,0.00780,0.30660,0.07236,-0.08071,-0.24657,-0.08425,0.09356,0.07493,0.11276,-0.01196,0.01196,0.01196,0.00726,-0.01410,0.04964,0.02160,0.09367,-0.17077,0.03872,-0.00074,0.01357,0.18127,0.02201,-0.12649,0.04710,0.11323,-0.11144,-0.04734,-0.01189,0.05490,-0.02731,-0.02309,0.03419,0.03003,-0.03728,0.02301,0.00723,0.02178,-0.19615,-0.07291,-0.03322,0.00931,0.02258,0.01764,-0.02981,0.22170,0.14601,0.23763,0.05624,-0.03560,0.05160,-0.10380,0.13875,-0.00574,0.02522,0.00998,-0.05626,0.00706,0.02009,0.04855,0.01011,-0.04859,-0.06478,-0.09204,-0.04912,-0.02063,0.02199,-0.03800,-0.03096,-0.06794,0.04931,0.01179,0.00115,0.02949,-0.00392,0.02521,0.03893,0.04794,-0.00147,0.04551,0.12542,0.07635,0.02490,-0.00667,0.10336,-0.00201,-0.07867,0.03900,0.01005,-0.00320,-0.03758,0.00746,0.08868,-0.01343,-0.01125,-0.01619,0.05424,0.06512,0.09061,0.02133,0.10542,-0.01304,0.04743,-0.03558,0.07601,0.06633,-0.01975,0.00632,-0.03469,0.00005,0.01225,-0.06358,0.08475,1.00000,0.02352,0.00414,-0.00195,-0.00673,-0.19885,0.05025,0.00480,0.00685,-0.01549,0.01005,0.06563,0.06272,0.15147,0.01612,0.05874,-0.00031,0.01542,-0.00687,-0.05283,0.00528,0.00615,-0.04875,0.21731,0.00627,-0.00342,0.05415,0.01542,0.03627,0.10903,0.00679,-0.06253,-0.00144,-0.07555,0.10380
alpha_158,0.09068,0.01968,-0.15468,-0.11661,0.10700,0.13881,0.13423,0.14591,-0.06274,-0.04023,-0.08854,0.05637,0.12067,-0.15415,-0.01090,0.12274,0.00000,-0.30156,-0.27081,-0.32511,-0.16662,-0.05895,-0.20040,0.24899,-0.37116,-0.17976,-0.22016,-0.36042,0.01408,0.17037,0.31291,0.09175,-0.02274,0.08056,0.21218,0.05202,-0.32144,0.16383,0.19067,-0.16540,-0.05887,-0.10615,0.32509,0.24409,0.19776,0.24337,-0.24337,-0.24337,-0.34412,-0.23039,0.10304,-0.19114,0.06565,-0.21699,-0.24578,-0.13890,-0.09173,0.10325,0.04812,-0.25882,0.05217,0.24414,-0.28560,-0.23044,-0.07913,-0.24538,-0.41511,-0.40607,0.26034,-0.00253,-0.01136,0.15181,-0.06984,0.08972,-0.23219,-0.27333,-0.38437,-0.06924,0.26483,0.00897,0.19376,-0.10099,0.21330,0.08635,-0.40108,-0.08890,0.02556,-0.07735,0.06890,-0.20304,0.19651,-0.37621,-0.21291,-0.09762,0.13745,0.01294,-0.07006,-0.02669,-0.41595,0.12100,-0.01386,0.07544,-0.22908,-0.08872,0.19346,-0.56872,-0.31444,0.02975,-0.25039,0.09166,0.03078,-0.03011,-0.20434,-0.34419,-0.04036,0.12729,0.16559,-0.32546,0.00089,-0.02722,0.06705,-0.15125,-0.19527,-0.24479,-0.23962,-0.00100,-0.04077,-0.35805,-0.22233,-0.25620,0.38475,-0.12533,0.08453,0.08437,0.07540,0.00958,0.26800,0.06458,-0.20614,-0.21644,-0.17966,0.03764,-0.51843,-0.25169,0.05004,0.14583,0.11320,-0.17440,0.16275,0.02352,1.00000,0.60795,-0.23732,0.29637,-0.11876,0.06688,0.01234,-0.03146,-0.00917,-0.23962,0.50299,-0.05873,0.00816,0.05865,-0.22328,-0.00314,0.09440,-0.01865,-0.13072,0.34338,0.09871,-0.05901,0.32974,0.01156,-0.14972,0.00264,0.09440,0.02741,-0.21906,-0.29876,-0.28994,-0.27195,-0.14453,0.07735
alpha_159,0.09312,-0.00436,-0.06718,0.03661,0.10792,0.08049,0.09231,0.06161,-0.02960,-0.00842,-0.03413,0.02174,0.05771,-0.06513,0.02034,0.11435,0.00000,-0.13679,-0.11691,-0.15664,-0.09173,0.02657,-0.11433,0.10370,-0.26295,-0.08837,-0.09403,-0.17303,-0.01131,0.09246,0.14301,0.01914,-0.00333,-0.01991,0.08215,0.00590,-0.34018,0.08861,0.15371,-0.09117,0.00259,0.00984,0.17000,0.21601,0.04526,0.20920,-0.20920,-0.20920,-0.32831,-0.22779,0.03196,-0.11158,0.06521,-0.16108,-0.28091,-0.13222,-0.07457,-0.03280,0.07456,-0.18464,0.02289,0.07900,-0.10129,-0.30648,-0.04458,-0.31353,-0.37292,-0.26541,0.26480,0.02800,0.01989,0.14798,-0.06855,0.06847,-0.14120,-0.27429,-0.04489,-0.05761,0.29164,-0.01071,0.18538,0.04872,0.12394,0.00026,-0.30403,-0.01836,-0.00452,0.02594,-0.05250,-0.21822,0.20716,-0.38107,-0.19790,-0.10380,0.03258,-0.00301,-0.08583,-0.01277,-0.00760,0.16595,-0.00664,0.12308,-0.14432,-0.02332,0.02119,-0.23041,-0.29324,-0.01424,-0.20661,0.06414,0.00109,0.01201,-0.13532,-0.35207,-0.01101,0.08581,0.08330,-0.32454,-0.02860,0.00271,0.03887,-0.13905,-0.38203,-0.24084,-0.24860,0.01159,0.02487,-0.35891,-0.23708,-0.13489,0.39137,-0.02407,0.05952,0.07481,0.00724,0.01010,-0.02545,0.01378,-0.18197,-0.04893,-0.13216,0.01587,-0.35204,-0.20352,0.03911,0.13521,0.17861,-0.01956,0.07580,0.00414,0.60795,1.00000,-0.23894,0.27494,0.00895,-0.02640,0.02184,-0.09642,-0.03444,-0.24860,0.08315,-0.04485,0.05229,0.02621,-0.22121,-0.00147,-0.03942,-0.03599,-0.16159,0.27715,0.02976,-0.01284,0.18633,-0.00001,-0.23139,-0.07372,-0.03942,-0.01050,-0.24394,-0.28086,-0.04630,-0.03084,0.03700,-0.02594
alpha_160,0.00574,-0.00192,0.21050,-0.01846,-0.01016,-0.01517,-0.05141,-0.15455,0.18781,0.61823,0.00977,-0.18274,-0.00623,0.16405,-0.00715,-0.00898,-0.00000,0.06496,0.05252,0.07167,0.22343,-0.02326,0.30040,-0.12524,0.12230,0.01504,-0.00071,0.07837,-0.00136,-0.06200,-0.06332,0.00785,0.00379,-0.00488,-0.23905,-0.03974,0.10025,0.00210,0.00528,-0.00186,0.00015,-0.01590,-0.08528,-0.03631,0.00517,-0.03094,0.03094,0.03094,0.10231,0.07278,0.00633,0.35321,0.03999,0.02466,0.09731,0.73618,0.01664,0.00950,-0.00506,0.04267,0.00622,-0.04050,0.05100,0.10140,0.31781,0.08231,0.37068,0.13939,-0.04850,-0.00230,-0.00638,-0.07113,0.02519,-0.00025,0.02223,0.07299,-0.02165,-0.10272,-0.05565,-0.00559,0.00066,-0.01867,-0.09619,-0.00583,0.17787,-0.07745,0.00108,-0.00098,0.00337,0.87610,-0.00092,0.42706,0.02888,-0.09115,-0.10635,-0.00090,-0.09598,-0.04110,0.00834,-0.04914,-0.00162,-0.01649,0.44844,0.01560,0.00376,0.01088,0.07368,-0.00716,0.03332,-0.00354,-0.01830,-0.01606,0.40445,0.10906,0.00059,-0.01533,0.00117,0.10127,-0.05610,0.07945,-0.01103,0.73053,0.19664,0.03209,0.87702,-0.00366,0.01030,0.53607,0.03765,0.00379,-0.28227,0.05893,-0.01157,-0.01416,0.01088,0.00125,0.00105,-0.12665,-0.01585,-0.00425,0.43069,-0.04361,0.46995,0.74428,-0.01178,-0.74996,-0.04159,-0.00940,-0.00508,-0.00195,-0.23732,-0.23894,1.00000,-0.94388,-0.02228,-0.00045,-0.00632,0.03682,0.00231,0.87702,0.02162,0.04888,-0.02168,-0.02917,0.05779,0.00159,0.03282,0.01277,0.01612,-0.64964,-0.00375,0.00403,-0.02936,0.00849,0.09191,0.03566,0.03282,-0.00178,0.07732,0.94527,-0.04163,-0.01771,-0.01191,0.00098
alpha_161,-0.00803,-0.00144,-0.19148,0.00412,0.00507,0.01221,0.05981,0.14769,-0.18754,-0.65136,-0.00799,0.17796,0.00960,-0.15820,0.01439,-0.00086,0.00000,-0.06505,-0.04904,-0.07572,-0.26323,0.05675,-0.34619,0.08338,-0.15971,-0.00860,0.00088,-0.08728,-0.00593,0.04952,0.06863,-0.01103,-0.00185,-0.01588,0.22716,0.02341,-0.09734,-0.00180,0.01564,0.00744,0.01102,0.02968,0.08827,0.05826,-0.01036,0.05143,-0.05143,-0.05143,-0.12178,-0.06578,-0.00466,-0.39978,-0.00232,-0.03195,-0.09014,-0.78566,-0.02021,-0.01489,0.00493,-0.03959,-0.00642,0.03090,-0.04480,-0.10171,-0.33562,-0.10335,-0.40310,-0.16283,0.08254,0.00297,0.00946,0.06273,-0.02424,0.00312,-0.02378,-0.07617,0.02198,0.12612,0.09580,-0.00379,-0.00312,0.01222,0.09486,-0.00885,-0.21149,-0.00229,-0.00906,0.01589,-0.01540,-0.88678,-0.00342,-0.44604,-0.04701,0.10340,0.09442,-0.00841,0.10830,0.00887,0.01206,0.06070,-0.00225,0.01781,-0.50017,-0.00662,-0.00146,-0.02977,-0.09410,-0.00193,-0.04819,0.01058,0.00187,0.01233,-0.48228,-0.13802,-0.00449,0.01668,0.00396,-0.12265,0.02130,-0.05380,0.00787,-0.80590,-0.19004,-0.04750,-0.92560,0.00238,0.00236,-0.54438,-0.06393,-0.00814,0.29858,-0.04215,0.01182,0.00309,-0.01581,0.00019,-0.01611,0.12879,-0.02877,0.00349,-0.50397,0.01704,-0.49665,-0.72538,0.03372,0.79734,0.06119,0.01001,0.01375,-0.00673,0.29637,0.27494,-0.94388,1.00000,0.03015,-0.01255,0.00741,-0.01290,-0.00365,-0.92560,-0.00905,-0.15749,0.00640,0.03060,-0.07355,-0.00403,-0.03878,-0.01397,-0.02583,0.70270,0.00424,-0.00015,0.03185,-0.00049,-0.10398,-0.03033,-0.03878,-0.00720,-0.09085,-0.97837,0.04686,0.01099,0.01302,-0.01589
alpha_162,-0.33499,-0.07854,0.23277,-0.29084,-0.16535,-0.53430,-0.05589,-0.23109,0.06740,-0.00185,0.30809,-0.02094,-0.11626,0.23427,0.17987,-0.10956,0.00000,0.59318,0.62443,0.57795,0.14299,0.52580,0.14597,-0.33403,0.27810,0.82536,0.17725,0.61471,-0.14206,-0.15866,-0.63684,-0.39787,0.19690,-0.57471,-0.15331,-0.41138,0.16597,-0.57903,-0.14719,0.35732,0.47030,0.50668,-0.59783,-0.43840,-0.58345,-0.42527,0.42527,0.42527,0.12574,0.40501,-0.29210,0.04475,-0.32785,0.67108,0.20904,-0.02129,0.12586,-0.53669,-0.15363,0.73879,-0.26268,-0.66068,0.65162,0.13833,0.04787,0.11319,0.04379,0.38124,-0.27406,-0.03066,0.20665,-0.06135,0.01561,-0.16158,0.69740,0.45970,0.23352,-0.03129,-0.19330,-0.21253,-0.11383,-0.34192,-0.51522,-0.55660,0.14970,0.20019,-0.28250,0.46976,-0.45447,-0.05315,-0.05735,-0.06138,0.42224,-0.00355,-0.23672,-0.28284,-0.03728,-0.00889,0.29812,-0.06488,-0.12232,0.08948,0.05371,0.28399,-0.13419,0.29121,0.19215,-0.21797,0.51139,-0.12130,-0.10043,-0.06662,0.00573,0.19016,-0.01297,-0.40449,-0.45798,-0.12525,-0.02569,0.05120,-0.29171,-0.00672,-0.11644,0.35663,-0.09494,-0.09775,0.34619,-0.07173,0.11295,0.12183,0.19295,0.20466,-0.36236,0.05938,-0.19081,-0.06475,-0.51922,0.04515,0.13006,0.14802,-0.07836,-0.23591,0.06204,-0.08158,0.15226,0.02023,-0.09861,0.17778,-0.10251,-0.19885,-0.11876,0.00895,-0.02228,0.03015,1.00000,-0.42795,-0.00374,-0.02187,-0.30578,-0.09494,-0.30660,-0.04832,-0.72163,-0.09672,0.00714,0.00409,-0.39141,0.01453,0.24282,-0.04055,-0.16934,0.19633,-0.52161,0.03991,0.00329,-0.06389,-0.39141,-0.33471,-0.08365,-0.03443,0.22572,0.08088,0.19590,-0.46976
alpha_163,0.01182,0.46840,-0.07920,0.01301,-0.02007,-0.02898,0.04079,0.06495,-0.02599,0.00404,-0.10259,0.00164,0.16792,-0.08506,-0.25417,0.01437,-0.00000,-0.21168,-0.21894,-0.17817,0.03384,-0.13334,0.01922,0.19441,0.06715,-0.19573,-0.07088,-0.22849,0.05628,0.03119,0.23273,-0.02998,-0.06003,0.25296,0.10338,0.18613,-0.04779,0.05676,0.02621,-0.13760,-0.05203,-0.46785,0.28616,-0.03147,0.41802,-0.00502,0.00502,0.00502,0.01154,-0.10435,0.54225,0.01412,-0.00444,-0.05390,-0.02859,0.00813,-0.01751,0.15499,0.12829,-0.31564,0.06164,0.40202,-0.39733,-0.07585,-0.00942,0.09045,0.00549,-0.10155,-0.05917,-0.04183,-0.07929,0.02661,-0.00769,0.05229,-0.21405,-0.17270,-0.13018,0.00931,-0.06417,0.14153,0.01286,0.28601,0.24388,0.17202,-0.01172,-0.00412,0.13753,-0.43819,0.20285,0.00029,0.01563,0.01673,0.08003,0.00935,0.12418,0.13894,0.00774,0.01400,-0.19662,-0.07302,0.10712,0.00287,-0.00134,-0.19833,0.39448,-0.03174,-0.02659,0.30223,-0.09124,0.06801,0.16961,0.02575,0.04239,-0.02758,-0.00972,0.22159,0.10833,0.10256,0.05733,-0.08023,0.00753,0.00629,-0.07329,-0.02044,0.02468,0.00616,-0.47304,0.01726,0.07875,-0.03900,-0.05672,-0.23179,-0.00925,0.03554,0.15089,0.02563,0.61244,-0.02272,0.04505,-0.18220,0.05155,-0.03057,-0.03872,0.02578,-0.05052,-0.00958,0.03457,-0.02069,-0.05951,0.05025,0.06688,-0.02640,-0.00045,-0.01255,-0.42795,1.00000,-0.00014,0.00800,0.00673,0.02468,0.15937,0.03545,0.39887,0.09032,0.07379,-0.00486,0.51628,-0.00502,-0.06207,0.00557,0.44469,-0.14143,0.25827,-0.03358,-0.01182,0.02199,0.51628,0.62127,0.07162,0.02074,-0.14148,-0.03389,-0.08400,0.43819
alpha_164,0.00688,-0.00029,-0.00071,0.00230,-0.01044,-0.00494,0.00144,0.00087,-0.00039,-0.00245,-0.02052,0.00029,0.00199,-0.00091,0.00427,-0.00742,0.00000,-0.00259,-0.00221,-0.00194,-0.00107,-0.00228,-0.00137,0.02902,-0.00024,-0.00016,-0.00093,-0.00158,-0.00275,0.02118,0.00092,-0.01201,0.00273,0.01204,0.00187,0.00273,-0.00173,0.00666,-0.00486,0.00208,-0.00244,-0.00846,0.00017,-0.00754,0.00052,-0.00500,0.00500,0.00500,0.01358,0.00845,0.00669,-0.00048,0.00210,0.00372,0.00816,-0.00852,-0.01062,-0.00994,-0.00790,0.00450,-0.00245,0.00187,-0.00231,0.00958,-0.00060,0.01371,-0.00440,0.00023,-0.01027,-0.01317,0.00827,-0.02394,-0.00077,0.01446,0.00009,0.00839,-0.00012,0.01689,-0.01092,-0.00545,-0.01194,0.00888,0.00503,-0.00074,0.00075,-0.00017,-0.00617,0.00045,-0.02903,-0.00736,-0.01549,-0.00641,0.00649,0.01442,0.04987,0.00416,0.01237,-0.00900,0.00301,-0.00678,-0.00106,-0.00103,-0.00167,0.00353,-0.00681,-0.00073,0.02166,0.00671,0.00726,-0.00093,-0.00068,-0.00204,-0.00155,0.00277,0.00063,-0.00242,0.00121,0.00588,-0.00202,0.00042,-0.00090,-0.00840,-0.01129,0.00679,-0.00729,-0.00349,-0.00852,-0.00626,0.00783,0.00156,0.00256,-0.00025,-0.00010,-0.00962,0.00496,0.00387,-0.00046,-0.00235,0.00511,-0.00203,-0.00148,-0.00416,-0.00450,-0.00278,-0.00317,0.00856,-0.00486,0.00428,-0.00007,0.00480,0.01234,0.02184,-0.00632,0.00741,-0.00374,-0.00014,1.00000,0.01195,-0.00074,-0.00729,-0.00264,-0.00065,0.00329,0.00213,0.01546,0.00003,-0.06235,0.00022,-0.00632,0.00733,0.00268,-0.01077,-0.00187,-0.00275,-0.00814,0.01165,-0.06235,0.00550,0.01651,-0.00739,-0.00896,-0.00231,-0.00690,-0.00045
alpha_165,-0.01255,-0.00194,-0.00334,-0.03265,-0.02080,0.00632,0.00795,0.00165,-0.00583,-0.02567,-0.04649,0.00231,-0.00808,-0.00217,0.00607,-0.00279,-0.00000,-0.01972,-0.01514,-0.02120,-0.00580,-0.05078,0.00129,0.04596,0.00469,-0.01426,-0.02954,-0.01539,-0.02307,-0.04604,0.00852,0.03509,0.01701,0.03161,0.00459,-0.00863,0.05177,0.04623,0.06507,-0.03151,-0.01488,-0.03779,-0.00558,-0.01963,0.08013,-0.00722,0.00722,0.00722,0.06747,0.00624,0.10967,0.02579,-0.02273,-0.00149,0.04614,-0.00452,-0.01623,0.09532,-0.02498,0.00289,0.00874,0.00877,-0.01249,0.04977,-0.00615,0.00725,-0.00496,0.01949,-0.04366,-0.03084,-0.01297,-0.04511,0.01397,-0.00288,0.00253,0.01423,-0.07004,0.01749,-0.05586,-0.10099,-0.01373,-0.03106,0.01094,0.01578,0.05916,-0.02972,-0.01693,-0.00149,0.06501,0.00529,-0.04711,0.03008,0.00996,-0.02853,0.01377,-0.08700,0.00074,-0.02146,-0.05156,-0.10240,-0.02116,-0.00004,0.02631,-0.00008,-0.00415,-0.08436,0.03366,0.01040,0.00378,-0.01442,-0.00340,-0.03958,0.01666,0.02990,-0.01052,-0.00563,0.03672,0.08349,-0.02493,-0.00754,0.00601,-0.00416,0.04879,0.00169,0.00945,-0.04687,0.05298,0.06825,0.03823,-0.02275,-0.14369,0.00223,0.02835,0.01236,0.01792,-0.01521,-0.01395,-0.05085,-0.12390,-0.02093,0.03006,0.02492,0.02847,0.05396,-0.09472,0.00443,0.02375,-0.09632,0.00590,0.00685,-0.03146,-0.09642,0.03682,-0.01290,-0.02187,0.00800,0.01195,1.00000,-0.01712,0.00945,0.09909,0.02933,-0.00864,-0.00308,0.07424,-0.00045,0.07511,0.00377,0.01226,-0.02706,-0.00752,-0.02595,0.04440,0.00938,0.00062,0.13385,0.07511,0.01137,0.16067,0.02673,-0.07526,-0.02915,-0.05165,0.00149
alpha_166,0.15932,0.01058,-0.00456,0.01990,0.11909,0.02408,0.00882,0.00390,-0.01430,0.00009,-0.12908,0.00021,-0.00012,-0.00403,-0.00297,0.10206,-0.00000,-0.01517,-0.01639,-0.01586,-0.00416,-0.01373,-0.00452,0.03232,-0.01611,-0.29010,-0.03961,-0.01809,0.03624,0.05158,0.01918,0.01615,-0.05946,-0.00863,0.00121,-0.00917,0.00036,0.02599,0.13372,-0.01534,-0.13884,-0.10154,0.01926,0.29271,0.14340,0.31215,-0.31215,-0.31215,0.00650,-0.00267,0.03355,-0.00459,0.02179,-0.33526,0.00399,0.00399,-0.01677,0.02345,0.09159,-0.02810,0.14245,0.01534,-0.01488,-0.00624,-0.01531,-0.01271,-0.00721,-0.01735,0.20905,0.09932,-0.06856,0.02127,0.01422,0.06334,-0.03500,-0.01901,-0.04628,0.00942,0.15392,0.09329,0.01562,0.09495,0.01046,0.18169,-0.01469,-0.00822,0.13608,-0.07730,0.00265,0.00615,0.00078,0.00653,-0.31833,-0.00745,-0.00047,0.09095,0.00423,0.00799,-0.07312,0.03573,0.02011,0.05613,-0.00434,-0.00441,0.02374,0.02587,-0.10711,0.03521,-0.33045,0.02643,0.01722,0.01785,-0.00395,-0.06438,0.04081,0.02075,0.01120,0.00281,-0.00119,-0.00009,0.01668,0.00179,0.02591,-0.31463,0.00595,0.07660,-0.06903,0.00581,-0.03161,-0.04215,-0.01550,-0.02578,0.04381,0.02663,0.00418,0.02069,0.10965,0.00345,-0.12393,-0.00078,-0.00242,0.01352,-0.00149,0.00474,-0.00907,-0.00211,0.00466,-0.00489,0.00690,-0.01549,-0.00917,-0.03444,0.00231,-0.00365,-0.30578,0.00673,-0.00074,-0.01712,1.00000,0.00595,0.08638,-0.00262,0.25232,0.02275,-0.03457,0.00011,0.01879,-0.00160,-0.12159,-0.00242,0.01933,-0.10841,0.22708,-0.00339,0.03121,0.01900,0.01879,0.05448,-0.02279,0.00318,-0.00270,-0.00352,-0.03833,0.07730
